Census year,CLUE small area,ANZSIC indusrty,CLUE industry,Business size,Total establishments,Total jobs
2005,Southbank,Health Care and Social Assistance,Health Care and Social Assistance,Medium business,2,
2005,Southbank,Information Media and Telecommunications,Information Media and Telecommunications,Small business,12,106
2005,Southbank,Manufacturing,Manufacturing,Medium business,4,253
2005,Southbank,Other Services,Other Services,Medium business,4,116
2005,Southbank,Other Services,Other Services,Non employing,5,0
2005,Southbank,Other Services,Other Services,Small business,41,197
2005,Southbank,"Professional, Scientific and Technical Services",Business Services,Large business,1,
2005,Southbank,"Professional, Scientific and Technical Services",Business Services,Small business,52,414
2005,Southbank,Public Administration and Safety,Public Administration and Safety,Large business,2,
2005,Southbank,Public Administration and Safety,Public Administration and Safety,Medium business,6,238
2005,Southbank,"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Large business,1,
2005,Southbank,"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,1,
2005,Southbank,"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,9,90
2005,Southbank,Retail Trade,Retail Trade,Small business,90,478
2005,Southbank,"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,5,255
2005,Southbank,"Transport, Postal and Warehousing","Transport, Postal and Storage",Non employing,1,
2005,Southbank,"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,4,22
2005,Southbank,Wholesale Trade,Wholesale Trade,Small business,19,120
2005,West Melbourne (Industrial),"Agriculture, Forestry and Fishing",Agriculture and Mining,Medium business,1,
2005,West Melbourne (Industrial),Arts and Recreation Services,Arts and Recreation Services,Non employing,7,0
2005,West Melbourne (Industrial),Construction,Construction,Small business,4,23
2005,West Melbourne (Industrial),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,7,0
2005,West Melbourne (Industrial),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,1,
2005,West Melbourne (Industrial),Financial and Insurance Services,Finance and Insurance,Small business,1,
2005,West Melbourne (Industrial),Other Services,Other Services,Medium business,2,
2005,West Melbourne (Industrial),"Professional, Scientific and Technical Services",Business Services,Medium business,1,
2005,West Melbourne (Industrial),"Professional, Scientific and Technical Services",Business Services,Small business,3,13
2005,West Melbourne (Industrial),Public Administration and Safety,Public Administration and Safety,Small business,4,31
2005,West Melbourne (Industrial),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Medium business,1,
2005,West Melbourne (Industrial),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,15,70
2005,West Melbourne (Industrial),Retail Trade,Retail Trade,Medium business,2,
2005,West Melbourne (Industrial),"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,24,1603
2005,West Melbourne (Industrial),"Transport, Postal and Warehousing","Transport, Postal and Storage",Non employing,31,0
2005,West Melbourne (Industrial),Wholesale Trade,Wholesale Trade,Medium business,34,1243
2005,West Melbourne (Industrial),Wholesale Trade,Wholesale Trade,Small business,201,1342
2005,West Melbourne (Residential),Accommodation and Food Services,Accommodation,Non employing,1,
2005,West Melbourne (Residential),Accommodation and Food Services,Food and Beverage Services,Small business,44,227
2005,West Melbourne (Residential),Administrative and Support Services,Admin and Support Services,Small business,19,166
2005,West Melbourne (Residential),Arts and Recreation Services,Arts and Recreation Services,Large business,1,
2005,West Melbourne (Residential),Education and Training,Education and Training,Small business,6,52
2005,West Melbourne (Residential),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,1,
2005,West Melbourne (Residential),Financial and Insurance Services,Finance and Insurance,Large business,2,
2005,West Melbourne (Residential),Health Care and Social Assistance,Health Care and Social Assistance,Small business,14,93
2005,West Melbourne (Residential),Manufacturing,Manufacturing,Small business,29,171
2005,West Melbourne (Residential),Other Services,Other Services,Non employing,5,0
2005,West Melbourne (Residential),"Professional, Scientific and Technical Services",Business Services,Small business,72,354
2005,West Melbourne (Residential),Retail Trade,Retail Trade,Medium business,3,222
2005,West Melbourne (Residential),Retail Trade,Retail Trade,Non employing,1,
2005,West Melbourne (Residential),Retail Trade,Retail Trade,Small business,49,202
2005,West Melbourne (Residential),"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,1,
2004,Carlton,Administrative and Support Services,Admin and Support Services,Medium business,4,164
2004,Carlton,Arts and Recreation Services,Arts and Recreation Services,Large business,1,
2004,Carlton,Construction,Construction,Medium business,4,157
2004,Carlton,Education and Training,Education and Training,Large business,4,1097
2004,Carlton,Financial and Insurance Services,Finance and Insurance,Medium business,8,491
2004,Carlton,Health Care and Social Assistance,Health Care and Social Assistance,Large business,3,2791
2004,Carlton,Health Care and Social Assistance,Health Care and Social Assistance,Small business,78,443
2004,Carlton,Manufacturing,Manufacturing,Small business,29,155
2004,Carlton,Other Services,Other Services,Large business,1,
2004,Carlton,Other Services,Other Services,Medium business,18,900
2004,Carlton,Other Services,Other Services,Small business,134,658
2004,Carlton,"Professional, Scientific and Technical Services",Business Services,Non employing,5,0
2004,Carlton,Retail Trade,Retail Trade,Medium business,7,333
2004,Carlton,Retail Trade,Retail Trade,Non employing,4,0
2004,Carlton,"Transport, Postal and Warehousing","Transport, Postal and Storage",Non employing,4,0
2004,Docklands,Accommodation and Food Services,Food and Beverage Services,Large business,2,
2004,Docklands,Arts and Recreation Services,Arts and Recreation Services,Large business,1,
2004,Docklands,Arts and Recreation Services,Arts and Recreation Services,Small business,3,14
2004,Docklands,"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Medium business,1,
2004,Docklands,Financial and Insurance Services,Finance and Insurance,Large business,1,
2004,Docklands,Financial and Insurance Services,Finance and Insurance,Small business,1,
2004,Docklands,Information Media and Telecommunications,Information Media and Telecommunications,Large business,1,
2004,Docklands,Information Media and Telecommunications,Information Media and Telecommunications,Medium business,2,
2004,Docklands,Information Media and Telecommunications,Information Media and Telecommunications,Small business,2,
2004,Docklands,Manufacturing,Manufacturing,Non employing,2,
2004,Docklands,Other Services,Other Services,Small business,10,34
2004,Docklands,"Professional, Scientific and Technical Services",Business Services,Non employing,1,
2004,Docklands,Retail Trade,Retail Trade,Medium business,1,
2004,Docklands,"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,11,51
2004,Docklands,Wholesale Trade,Wholesale Trade,Small business,3,26
2004,East Melbourne,Accommodation and Food Services,Accommodation,Non employing,4,0
2004,East Melbourne,Accommodation and Food Services,Food and Beverage Services,Non employing,1,
2004,East Melbourne,Accommodation and Food Services,Accommodation,Small business,16,85
2004,East Melbourne,Arts and Recreation Services,Arts and Recreation Services,Small business,21,130
2004,East Melbourne,Education and Training,Education and Training,Medium business,7,533
2004,East Melbourne,"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Medium business,2,
2004,East Melbourne,Financial and Insurance Services,Finance and Insurance,Small business,7,49
2004,East Melbourne,Health Care and Social Assistance,Health Care and Social Assistance,Medium business,12,728
2004,East Melbourne,Information Media and Telecommunications,Information Media and Telecommunications,Non employing,1,
2004,East Melbourne,Information Media and Telecommunications,Information Media and Telecommunications,Small business,6,39
2004,East Melbourne,Other Services,Other Services,Large business,1,
2004,East Melbourne,Other Services,Other Services,Non employing,4,0
2004,East Melbourne,"Professional, Scientific and Technical Services",Business Services,Medium business,15,734
2004,East Melbourne,"Professional, Scientific and Technical Services",Business Services,Non employing,1,
2004,East Melbourne,"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,1,
2004,Kensington,Administrative and Support Services,Admin and Support Services,Small business,2,
2004,Kensington,Construction,Construction,Medium business,1,
2004,Kensington,Construction,Construction,Non employing,1,
2004,Kensington,"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,5,0
2004,Kensington,Health Care and Social Assistance,Health Care and Social Assistance,Medium business,2,
2004,Kensington,Other Services,Other Services,Medium business,1,
2004,Kensington,Other Services,Other Services,Non employing,1,
2004,Kensington,"Professional, Scientific and Technical Services",Business Services,Medium business,1,
2004,Kensington,"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,1,
2004,Kensington,"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,1,
2004,Kensington,"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,1,
